frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
32,2,428.46156205942134 649.798124802019 750.2003673181471 946.3208486682815,546.8639526367188 848.0755004882812 636.2622680664062 882.3312377929688,0.7346001863479614,CE51QYL,0.2544417002888877
33,2,425.75488185916095 651.5345038501916 748.6179232149243 948.1190493462689,542.320068359375 848.7821044921875 632.5040893554688 882.9120483398438,0,0,0
34,2,423.0482016589005 653.2708828983644 747.0354791117015 949.9172500242561,537.7761840820312 849.4887084960938 628.7459106445312 883.4928588867188,0.5927864909172058,CE61MYL,0.5901681621214867
35,2,420.6824839060209 655.3943819143878 746.2476251757646 952.4404262857709,543.8172607421875 853.4425659179688 626.0072631835938 888.5713500976562,0.5835927128791809,CE61MYL,0.3802199703973128
36,2,418.969461739517 657.5187874295169 745.4688293598714 953.8427898817796,541.5408935546875 859.5199584960938 635.6032104492188 898.5509033203125,0.5549339056015015,CE61CYL,0.2965740147714625
37,2,417.7779638576528 658.6908931886971 745.3939418083162 954.5957716624216,542.2721557617188 860.9104614257812 630.9085693359375 897.2210083007812,0.3634558320045471,CE61CYL,0.5310841721417522
38,2,416.0638819760684 662.1134264775392 744.6702251273318 959.2778270910405,545.04736328125 863.351806640625 631.2048950195312 896.0115966796875,0.546920657157898,CE61CYL,0.24501009768125526
39,2,412.73915086812565 663.4774579888798 743.8046548842494 962.9672461831364,540.2752685546875 865.4492797851562 628.395263671875 898.9058227539062,0,0,0
40,2,409.41441976018285 664.8414895002203 742.939084641167 966.6566652752321,535.503173828125 867.5467529296875 625.5856323242188 901.800048828125,0,0,0
41,2,406.0896886522401 666.2055210115609 742.0735143980846 970.3460843673279,530.7310791015625 869.6442260742188 622.7760009765625 904.6942749023438,0.6686223149299622,CE51WYL,0.2353658298664368
42,2,405.72407453979133 667.6682911181051 742.5927045873531 973.2042736704741,527.0590209960938 871.48974609375 630.0917358398438 907.295654296875,0.4759518802165985,CE61NYL,0.45599614109296316
43,2,407.8962463995606 668.8374310868953 744.0803200279297 975.5842244502501,528.6156616210938 876.220458984375 621.1784057617188 907.341796875,0.5774834752082825,CE61MYL,0.5521521497703087
44,2,406.118009493836 670.445105561747 742.9637844208081 977.5526758939449,527.6735229492188 877.7252197265625 619.7116088867188 908.0101318359375,0.6080805659294128,CE61TYI,0.36897085420609915
45,2,404.19824571712843 671.8902365751254 742.1794912761327 978.3029501790086,528.6172485351562 879.7765502929688 625.80859375 914.284423828125,0,0,0
46,2,402.2784819404208 673.3353675885038 741.3951981314574 979.0532244640723,529.5609741210938 881.827880859375 631.9055786132812 920.5587158203125,0.5947507619857788,CE61WYL,0.49249980697344936
47,2,401.3418799035191 676.3169295519197 741.1456449460261 981.9413342296994,525.414794921875 886.5591430664062 627.2561645507812 920.0304565429688,0.3598814606666565,CE61NYL,0.19433774668000192
48,2,401.8229776670064 680.5817678728854 741.9811573670206 986.3613577855995,530.7528076171875 889.6854858398438 616.4573364257812 921.0595092773438,0.585239589214325,CE61MYL,0.6279666338485594
49,2,400.16100868362577 683.571887625058 741.3163373233535 989.9099746401481,526.3511047363281 891.96826171875 615.4388122558594 924.1799926757812,0,0,0
50,2,398.49903970024513 686.5620073772307 740.6515172796866 993.4585914946967,521.9494018554688 894.2510375976562 614.4202880859375 927.3004760742188,0.5720516443252563,CE61MYL,0.41583566900700414
51,2,396.41093593750367 688.4741273310545 740.0577989591872 996.3521450185509,522.1180623372396 896.6182250976562 610.997802734375 930.0953979492188,0,0,0
52,2,394.32283217476225 690.3862472848786 739.4640806386878 999.2456985424052,522.2867228190104 898.9854125976562 607.5753173828125 932.8903198242188,0,0,0
53,2,392.2347284120208 692.2983672387024 738.8703623181884 1002.1392520662594,522.4553833007812 901.3526000976562 604.15283203125 935.6852416992188,0.33044660091400146,CE61MYL,0.23350412076715554
54,2,391.700927132648 694.6132085486673 738.7322220747003 1005.8447323530796,521.2536926269531 904.9508972167969 612.2074890136719 940.4266662597656,0,0,0
55,2,391.16712585327525 696.9280498586322 738.5940818312123 1009.5502126398999,520.052001953125 908.5491943359375 620.2621459960938 945.1680908203125,0.4285915791988373,CE61LYL,0.2247185315871488
56,2,386.7849749075301 699.0527457834194 736.6042634377786 1013.589403031568,519.9284057617188 911.8848266601562 612.2724304199219 946.534423828125,0,0,0
57,2,382.40282396178503 701.1774417082066 734.6144450443451 1017.6285934232361,519.8048095703125 915.220458984375 604.28271484375 947.9007568359375,0.49914810061454773,CE61MYL,0.2847903093131292
58,2,375.4503522851239 702.2401494255212 731.9325887163288 1020.1528964620554,518.4505004882812 914.2501831054688 612.1085205078125 949.0098266601562,0.6209086179733276,CE61WYL,0.12985997463511428
59,2,373.44856173627545 704.7495655446631 731.3032633503346 1024.8532556293399,519.3573303222656 916.9306030273438 606.5632019042969 953.0426635742188,0,0,0
60,2,371.446771187427 707.2589816638051 730.6739379843405 1029.5536147966245,520.26416015625 919.6110229492188 601.0178833007812 957.0755004882812,0.7609103918075562,CE61CYL,0.6059849983652882
61,2,372.41549907246656 708.7036466879952 731.5390537212237 1032.759201302569,511.22015380859375 920.3836669921875 599.2884521484375 957.2340087890625,0.6649187207221985,CE61MYL,0.4362495694747723
62,2,374.62428770669294 710.3635178138734 732.3707007293126 1034.198264182229,512.679931640625 927.9750366210938 603.3619995117188 963.6421508789062,0.49821361899375916,CE61GYL,0.09152988163095782
63,2,375.7953341013875 711.7808011783417 732.3650138128444 1035.8263669941434,507.16729736328125 932.8152465820312 604.728515625 967.7986450195312,0.606021523475647,CE51LYL,0.4875725058782776
64,2,376.4180032737967 713.8399507849231 731.5280692102683 1038.5588752541835,504.6567077636719 933.3838500976562 612.915771484375 967.812255859375,0.370313823223114,CE61LYL,0.14998880963682543
65,2,376.94636555397494 715.3764796978763 730.1614146093985 1039.8538723340644,507.1788024902344 937.16748046875 609.5625610351562 967.677978515625,0.32176268100738525,CE61MYI,0.4376185288693747
66,2,372.3454464676151 719.2046666061736 727.2882342896046 1044.36286521779,508.1370849609375 942.8519897460938 600.03662109375 971.7777099609375,0.36443132162094116,CE61VYI,0.1538767593210562
67,2,368.656770721734 720.8110591857596 725.5415317843264 1045.1851175193287,504.6911315917969 943.8845520019531 599.3351440429688 975.0198059082031,0,0,0
68,2,364.96809497585286 722.4174517653455 723.7948292790481 1046.0073698208673,501.24517822265625 944.9171142578125 598.6336669921875 978.2619018554688,0.5585482120513916,CE61MYL,0.5285297056996656
69,2,363.754139291471 725.8993657299907 724.3295759714762 1048.1878419884654,500.8620300292969 947.6363525390625 598.310546875 983.2998046875,0.45740118622779846,CE51LYL,0.190529414944639
70,2,363.83842756730155 728.6592792560423 725.162680693634 1049.6376506910162,503.07275390625 949.013671875 600.5303344726562 986.6162109375,0.6651334166526794,CE61UYL,0.1309980843087314
71,2,361.92244787519917 732.163017618865 723.9497986486485 1052.8870501557067,498.04669189453125 951.242431640625 602.8277587890625 993.303955078125,0.6566919684410095,CE61WYL,0.2347709392989627
72,2,362.08331613473564 735.751420456764 724.0753193096955 1057.2023934336266,494.8553466796875 956.4949951171875 598.305419921875 991.5164794921875,0.3836033344268799,CE61CYL,0.5187279771777082
