frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
18,213,1124.0448719172439 507.69008093624234 1353.6415934435486 689.1971182408828,1198.1770833333333 603.9633178710938 1288.6043701171875 655.5601196289062,0,0,0
19,213,1124.6078716918219 509.01088284063127 1354.2075202140252 690.2366363381873,1198.1838785807292 605.7931823730469 1288.9883422851562 656.8995971679688,0,0,0
20,213,1125.1708714663998 510.3316847450202 1354.7734469845016 691.2761544354918,1198.190673828125 607.623046875 1289.372314453125 658.2390747070312,0.664174497127533,SO55DYP,0.16670149903577552
21,213,1125.5362109847563 511.5217109595387 1355.6568120144327 692.8406845609724,1198.6075744628906 608.8689422607422 1289.3946533203125 659.0575103759766,0,0,0
22,213,1125.9015505031125 512.7117371740571 1356.540177044364 694.4052146864531,1199.0244750976562 610.1148376464844 1289.4169921875 659.8759460449219,0,0,0
23,213,1126.266890021469 513.9017633885757 1357.4235420742953 695.9697448119337,1199.4413757324219 611.3607330322266 1289.4393310546875 660.6943817138672,0,0,0
24,213,1126.6322295398254 515.0917896030942 1358.3069071042264 697.5342749374142,1199.8582763671875 612.6066284179688 1289.461669921875 661.5128173828125,0.7730546593666077,SC56DTP,0.058353487062237294
25,213,1126.7779904053766 517.2051855998625 1359.072826796693 699.0105697670406,1201.621337890625 620.0571899414062 1291.4561767578125 665.8496704101562,0.7521615624427795,SC56DYP,0.3315925967817952
26,213,1126.9707437498864 518.5495514926049 1359.5180858050276 700.4432338380789,1201.669169108073 620.6372375488281 1291.5797729492188 666.7341817220052,0,0,0
27,213,1127.1634970943962 519.8939173853473 1359.963344813362 701.8758979091172,1201.7170003255208 621.21728515625 1291.703369140625 667.6186930338541,0,0,0
28,213,1127.356250438906 521.2382832780897 1360.4086038216965 703.3085619801554,1201.7648315429688 621.7973327636719 1291.8269653320312 668.5032043457031,0,0,0
29,213,1127.5490037834156 522.582649170832 1360.8538628300312 704.7412260511938,1201.8126627604167 622.3773803710938 1291.9505615234375 669.3877156575521,0,0,0
30,213,1127.7417571279254 523.9270150635745 1361.2991218383656 706.1738901222321,1201.8604939778645 622.9574279785156 1292.0741577148438 670.272226969401,0,0,0
31,213,1127.9345104724352 525.2713809563169 1361.7443808467 707.6065541932704,1201.9083251953125 623.5374755859375 1292.19775390625 671.15673828125,0.699995219707489,JC56DYP,0.04371105746995826
32,213,1127.868347855529 526.4968173846988 1362.398622221564 709.3530827751525,1199.3394775390625 622.59228515625 1293.5654296875 676.0623779296875,0.8140361309051514,SO56DYP,0.30139695366635944
33,213,1128.224419568703 527.2129448182507 1363.7466504778308 710.3311055945239,1201.688720703125 623.1212768554688 1293.9215087890625 679.52880859375,0.7796972393989563,JO55DYP,0.4266045744647869
34,213,1128.4217930950358 529.7196026777633 1365.0265943931217 714.2982980109277,1201.7515869140625 623.2031860351562 1295.0406494140625 677.8856201171875,0.7894918918609619,SC56DVP,0.1901052162775804
35,213,1128.0525791560215 531.3635707504499 1365.023421168489 716.5018820105691,1200.67236328125 624.2533569335938 1295.1160278320312 680.9546813964844,0,0,0
36,213,1127.6833652170071 533.0075388231364 1365.0202479438562 718.7054660102106,1199.5931396484375 625.3035278320312 1295.19140625 684.0237426757812,0.7685731053352356,SO56DFP,0.11636563794457451
37,213,1127.445794972282 534.3898059295984 1364.9745855477963 720.2437620936303,1199.924560546875 628.7855834960938 1295.12646484375 683.6681213378906,0,0,0
38,213,1127.208224727557 535.7720730360605 1364.9289231517364 721.7820581770499,1200.2559814453125 632.2676391601562 1295.0615234375 683.3125,0.7971142530441284,SC50DTP,0.2764974832135137
39,213,1127.0260437845325 536.7457510851136 1364.6178452204877 723.2647661800291,1200.7300211588542 633.3569946289062 1296.2479248046875 685.1282958984375,0,0,0
40,213,1126.843862841508 537.7194291341667 1364.306767289239 724.7474741830085,1201.2040608723958 634.4463500976562 1297.434326171875 686.944091796875,0,0,0
41,213,1126.6616818984835 538.6931071832198 1363.9956893579902 726.2301821859878,1201.6781005859375 635.5357055664062 1298.6207275390625 688.7598876953125,0.7324426174163818,SI56DIP,0.1710951003133831
42,213,1127.1404429754657 539.7479526519294 1365.3275869533145 727.7317797144806,1202.16357421875 637.5686950683594 1298.8912353515625 689.130859375,0,0,0
43,213,1127.6192040524481 540.8027981206388 1366.659484548639 729.2333772429732,1202.6490478515625 639.6016845703125 1299.1617431640625 689.5018310546875,0.7194103002548218,SO56DVF,0.0955562456517238
44,213,1128.2734924983245 541.5169559234358 1368.4159051552308 730.6526392474974,1202.31005859375 642.9409790039062 1298.7301025390625 694.4133911132812,0.7610372304916382,SC56DFP,0.2954509244249645
45,213,1128.208528852604 542.3317155607592 1368.7856671418817 731.879009226296,1202.7006591796876 644.2218017578125 1298.5702880859376 695.1505737304688,0,0,0
46,213,1128.143565206884 543.1464751980825 1369.1554291285327 733.1053792050947,1203.091259765625 645.5026245117188 1298.4104736328125 695.8877563476562,0,0,0
47,213,1128.0786015611636 543.9612348354059 1369.5251911151836 734.3317491838932,1203.4818603515625 646.783447265625 1298.2506591796875 696.6249389648438,0,0,0
48,213,1128.0136379154435 544.7759944727292 1369.8949531018345 735.5581191626918,1203.8724609375 648.0642700195312 1298.0908447265624 697.3621215820312,0,0,0
49,213,1127.9486742697231 545.5907541100526 1370.2647150884854 736.7844891414904,1204.2630615234375 649.3450927734375 1297.9310302734375 698.0993041992188,0.7682688236236572,SC56DTP,0.3685584363455402
50,213,1127.8716711025145 545.8168165334961 1370.5305090547836 737.3383723360192,1203.0006103515625 648.1917724609375 1298.083251953125 700.7760213216146,0,0,0
51,213,1127.7946679353058 546.0428789569395 1370.7963030210817 737.8922555305481,1201.7381591796875 647.0384521484375 1298.2354736328125 703.4527384440104,0,0,0
52,213,1127.7176647680972 546.268941380383 1371.0620969873798 738.4461387250769,1200.4757080078125 645.8851318359375 1298.3876953125 706.1294555664062,0.746475875377655,SO56DVP,0.2108014004299692
53,213,1127.6832217984272 547.5707803610089 1371.2913678720192 740.4323818204167,1201.1370035807292 648.5729777018229 1298.5331217447917 706.6161905924479,0,0,0
54,213,1127.648778828757 548.8726193416348 1371.5206387566586 742.4186249157564,1201.7982991536458 651.2608235677084 1298.6785481770833 707.1029256184896,0,0,0
55,213,1127.614335859087 550.1744583222608 1371.749909641298 744.4048680110961,1202.4595947265625 653.9486694335938 1298.823974609375 707.5896606445312,0.7097335457801819,SC56OTP,0.09305918786012285
56,213,1127.6867026029433 551.726688351619 1372.2545332400364 746.318885705573,1202.3473205566406 655.7009582519531 1298.3296508789062 709.1093444824219,0,0,0
57,213,1127.7590693467996 553.2789183809773 1372.7591568387747 748.23290340005,1202.2350463867188 657.4532470703125 1297.8353271484375 710.6290283203125,0,0,0
58,213,1127.8314360906556 554.8311484103356 1373.2637804375129 750.1469210945269,1202.1227722167969 659.2055358886719 1297.3410034179688 712.1487121582031,0,0,0
59,213,1127.903802834512 556.3833784396938 1373.7684040362512 752.0609387890038,1202.010498046875 660.9578247070312 1296.8466796875 713.6683959960938,0.7230425477027893,SC56PYP,0.09783597070996795
60,213,1128.2650956363843 557.431219790415 1375.024931621059 754.2084751088327,1203.3516845703125 669.1301879882812 1298.145751953125 715.8641967773438,0.4675874710083008,SC55DTP,0.1567986173507752
61,213,1127.7132858510156 558.6960998393627 1374.9925373599065 755.6681621969678,1201.734375 661.7137451171875 1301.9083251953125 717.7482299804688,0.8019808530807495,SC56DYP,0.4322874130730512
62,213,1127.519436164644 560.2381582805375 1375.3400934019628 757.6773382966843,1202.0863037109375 664.7127685546875 1296.397705078125 721.4068603515625,0.7924109101295471,SO36DYP,0.20607468108134347
63,213,1127.341652704654 561.2332755469523 1375.068699170872 758.98201801815,1203.822509765625 668.5278015136719 1298.041259765625 721.0621643066406,0,0,0
64,213,1127.163869244664 562.2283928133671 1374.797304939781 760.2866977396158,1205.5587158203125 672.3428344726562 1299.684814453125 720.7174682617188,0.8366274833679199,SC55DVP,0.3207482313081482
65,213,1127.511521734822 563.2696592837253 1375.3535664652484 760.6212299541601,1204.4403686523438 670.5013427734375 1300.5474853515625 722.9037475585938,0,0,0
66,213,1127.85917422498 564.3109257540837 1375.9098279907157 760.9557621687043,1203.322021484375 668.6598510742188 1301.41015625 725.0900268554688,0.7919095158576965,SC56DYP,0.20098519834949946
67,213,1127.903228379418 568.0881103500885 1376.4186796797583 764.295872986281,1203.43896484375 673.2470092773438 1302.563232421875 731.2562866210938,0.7714276909828186,SC56DYP,0.2854298393952517
68,213,1127.8070933029917 569.5725252362597 1377.011535660479 766.6389656126977,1203.0571044921876 674.8783569335938 1302.580859375 731.8567504882812,0,0,0
69,213,1127.7109582265653 571.056940122431 1377.6043916411998 768.9820582391144,1202.675244140625 676.5097045898438 1302.598486328125 732.4572143554688,0,0,0
70,213,1127.614823150139 572.5413550086022 1378.1972476219203 771.325150865531,1202.2933837890625 678.1410522460938 1302.61611328125 733.0576782226562,0,0,0
71,213,1127.5186880737126 574.0257698947735 1378.790103602641 773.6682434919477,1201.9115234375 679.7723999023438 1302.633740234375 733.6581420898438,0,0,0
72,213,1127.4225529972864 575.5101847809447 1379.3829595833618 776.0113361183644,1201.5296630859375 681.4037475585938 1302.6513671875 734.2586059570312,0.8338635563850403,SC56DYP,0.4219813755261362
73,213,1127.6541161357864 576.5793677092862 1380.118087266409 778.5249794600796,1203.2340087890625 682.9583129882812 1302.205322265625 740.0938720703125,0.8759543895721436,SC56DYP,0.11426671243636782
