frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
24,107.0,[1126.6322295398254 515.0917896030942 1358.3069071042264 697.5342749374142],[1199.8582763671875 612.6066284179688 1289.461669921875 661.5128173828125],0.7730546593666077,SC56DTP,0.058353487062237294
25,107.0,[1126.7779904053766 517.2051855998625 1359.072826796693 699.0105697670406],[1201.621337890625 620.0571899414062 1291.4561767578125 665.8496704101562],0.7521615624427795,SC56DYP,0.3315925967817952
25,103.0,[294.2519036942912 798.11836821885 698.3712714981281 1076.9076698266813],[466.1897277832031 1040.333251953125 567.58251953125 1075.2095947265625],0.7340514659881592,CE61IYL,0.19481689993454235
31,107.0,[1127.9345104724352 525.2713809563169 1361.7443808467 707.6065541932704],[1201.9083251953125 623.5374755859375 1292.19775390625 671.15673828125],0.699995219707489,JC56DYP,0.04371105746995826
32,107.0,[1127.868347855529 526.4968173846988 1362.398622221564 709.3530827751525],[1199.3394775390625 622.59228515625 1293.5654296875 676.0623779296875],0.8140361309051514,SO56DYP,0.30139695366635944
33,107.0,[1128.224419568703 527.2129448182507 1363.7466504778308 710.3311055945239],[1201.688720703125 623.1212768554688 1293.9215087890625 679.52880859375],0.7796972393989563,JO55DYP,0.4266045744647869
34,107.0,[1128.4217930950358 529.7196026777633 1365.0265943931217 714.2982980109277],[1201.7515869140625 623.2031860351562 1295.0406494140625 677.8856201171875],0.7894918918609619,SC56DVP,0.1901052162775804
36,107.0,[1127.6833652170071 533.0075388231364 1365.0202479438562 718.7054660102106],[1199.5931396484375 625.3035278320312 1295.19140625 684.0237426757812],0.7685731053352356,SO56DFP,0.11636563794457451
38,107.0,[1127.208224727557 535.7720730360605 1364.9289231517364 721.7820581770499],[1200.2559814453125 632.2676391601562 1295.0615234375 683.3125],0.7971142530441284,SC50DTP,0.2764974832135137
41,107.0,[1126.6616818984835 538.6931071832198 1363.9956893579902 726.2301821859878],[1201.6781005859375 635.5357055664062 1298.6207275390625 688.7598876953125],0.7324426174163818,SI56DIP,0.1710951003133831
43,107.0,[1127.6192040524481 540.8027981206388 1366.659484548639 729.2333772429732],[1202.6490478515625 639.6016845703125 1299.1617431640625 689.5018310546875],0.7194103002548218,SO56DVF,0.0955562456517238
44,107.0,[1128.2734924983245 541.5169559234358 1368.4159051552308 730.6526392474974],[1202.31005859375 642.9409790039062 1298.7301025390625 694.4133911132812],0.7610372304916382,SC56DFP,0.2954509244249645
49,107.0,[1127.9486742697231 545.5907541100526 1370.2647150884854 736.7844891414904],[1204.2630615234375 649.3450927734375 1297.9310302734375 698.0993041992188],0.7682688236236572,SC56DTP,0.3685584363455402
52,107.0,[1127.7176647680972 546.268941380383 1371.0620969873798 738.4461387250769],[1200.4757080078125 645.8851318359375 1298.3876953125 706.1294555664062],0.746475875377655,SO56DVP,0.2108014004299692
55,107.0,[1127.614335859087 550.1744583222608 1371.749909641298 744.4048680110961],[1202.4595947265625 653.9486694335938 1298.823974609375 707.5896606445312],0.7097335457801819,SC56OTP,0.09305918786012285
59,107.0,[1127.903802834512 556.3833784396938 1373.7684040362512 752.0609387890038],[1202.010498046875 660.9578247070312 1296.8466796875 713.6683959960938],0.7230425477027893,SC56PYP,0.09783597070996795
60,107.0,[1128.2650956363843 557.431219790415 1375.024931621059 754.2084751088327],[1203.3516845703125 669.1301879882812 1298.145751953125 715.8641967773438],0.4675874710083008,SC55DTP,0.1567986173507752
61,107.0,[1127.7132858510156 558.6960998393627 1374.9925373599065 755.6681621969678],[1201.734375 661.7137451171875 1301.9083251953125 717.7482299804688],0.8019808530807495,SC56DYP,0.4322874130730512
62,107.0,[1127.519436164644 560.2381582805375 1375.3400934019628 757.6773382966843],[1202.0863037109375 664.7127685546875 1296.397705078125 721.4068603515625],0.7924109101295471,SO36DYP,0.20607468108134347
64,107.0,[1127.163869244664 562.2283928133671 1374.797304939781 760.2866977396158],[1205.5587158203125 672.3428344726562 1299.684814453125 720.7174682617188],0.8366274833679199,SC55DVP,0.3207482313081482
66,107.0,[1127.85917422498 564.3109257540837 1375.9098279907157 760.9557621687043],[1203.322021484375 668.6598510742188 1301.41015625 725.0900268554688],0.7919095158576965,SC56DYP,0.20098519834949946
67,107.0,[1127.903228379418 568.0881103500885 1376.4186796797583 764.295872986281],[1203.43896484375 673.2470092773438 1302.563232421875 731.2562866210938],0.7714276909828186,SC56DYP,0.2854298393952517
72,107.0,[1127.4225529972864 575.5101847809447 1379.3829595833618 776.0113361183644],[1201.5296630859375 681.4037475585938 1302.6513671875 734.2586059570312],0.8338635563850403,SC56DYP,0.4219813755261362
73,107.0,[1127.6541161357864 576.5793677092862 1380.118087266409 778.5249794600796],[1203.2340087890625 682.9583129882812 1302.205322265625 740.0938720703125],0.8759543895721436,SC56DYP,0.11426671243636782
